Reviews,Rating
this was a great phone,positive
love the phone,positive
a fantastic phonei have gone through three phones in the past  months  stolen  broken and as such have spent my time searching through the bargain phone section of amazon hunting down reviews and such to find the best phone for my buck i had the plain blu pure phone before i purchased this one and my last phone was good but not great the phone was thicker had poor battery life and an average camera so when that phone was stolen i decided to shell out an extra  for the xl and i am so glad i didbut enough backstory let us get to itprosthe phone is essentially a small tablet and the graphics are stunning and the large size makes it easy to typeread anything  i have had problems in the past trying to typeclick small icons in the corner of screens this phone does not have that problem extremely thin and light  makes carrying it around in a pocket easy it has  it is seriously skinny maybe the width of a pencilthe camera  no seriously the camera is the main reason i bought this phone it has  it is  mp back and mp front most phones only have a mp back this phones images are stunning and it has  it is light settings make every photo seem professional as an artist i am constantly snapping reference photos with my phone and so it has  it is important that they are good quality this phone does not disappoint even my selfies show all my pores in glorious detail the processor  makes it so every app ive downloaded runs quickly no chugging so far durable  ive dropped it a few times in the  weeks ive had it one time it even popped out of the case and onto concrete but no scratches or issuesconsthough i would and do highly recommend this phone there are always a few things that can be improvedthe camera placement  this is one of the few issues with this phone almost to the point where i considered deducting a star the camera is about the size of a dime on the back of the phone it protrudes slightly making it the part of the phone that touches the surface it has  it is placed on as a result it gets dirty quickly im also perpetually afraid of it getting scratchedlack of cases  blu is an offbrand phone so this is to be expected but there are almost no cases out there for the blu xl luckily one comes in the case with the phone though it has  it is a small flimsy plastic one and the cases ive seen so far do nothing to protect the camera i solved this problem with some handy beads and a hot glue gun but unless you are crafty cases can be an issue slippery  i fixed this problem when i customized my case with beads but i have small hands and the phone is smooth and large sometimes it can slip right out of your graspold operating system  it has  it is still running on jelly bean that does not bother me at all but some people do not like it my recommendation you can download apps from the play store that run the newer systems on your phone for you but jelly bean works fine honestly it has  it is more of an aesthetic choiceall in all this phone is the best out of the blu phones ive bought better camera great size etc i would recommend it over most samsung sony and iphones especially for the priceessentially you could pay for a name brand phone or pay  the price for a phone that works just as well if not better,positive
replaced the wifes aging sony xperia j with this good phone  extremely lightweight family owns several other blus all have proven good value for money  no problems with any of them reasonably fast smooth interface not much if any bloatware  good camera good display not for moronic phone snobs she has  she is a heavy texter uses it as her primary navigation device takes pictures and videos with it occasionally she even uses it as a phoneupdate i see some reviews up here from folks having trouble installingreading an sd card installingmoving apps bad displays etc this phone runs flawlessly it should certainly recognizeread a gb sd card and allow you to move apps off to that card i have noted no screendisplay anomalies it has  it is actually a pretty nice display and this phone in spite of my wife running about  apps at the same time  runs fine we are on att and it runs g the bluetooth interface works well in the car google maps andor here navi work fine etc  in short  id have to opine if you have trouble with this phone send it back immediately  because there are no native that i can find faultsdefectsand yes of course we have iphones samsung galaxies etc,positive
love my phone greataaa,positive
it is great runs well hold all my music camera is great got apple care plus for two years all the features of a iphone  without the bulky size,positive
i love this phone the charger is a little loose but any other usb charger works fine,positive
i love this phone not a fancy one but the price is very good and the phone fits for my purpose,positive
great item thanks,positive
update this is a update on the polaroid  inch unlocked android smartphone i got the black one this time and i like it at first when i got this phone back months ago i did not like it because no one could understand what i was saying to them on the other end but i may have just got a bad apple because this works good and there is really nothing wrong with it the only thing i do not like about it is that camera is not all that good but it has  it is something you can over look over for a phone this size the battery seems to last longer then the first one i got because this time i charged the phone up for eight hours and not just pop the battery in it and turn it on some phones if not all you have charged the battery for awhile so you can get the full of it before you just turn it on yes this phone do not have the latest android update on it like android  but it has  it is still a good phone for what you pay for it if you are not that picky,positive
good buy works well no complaints,positive
excellent phone for the  price its almost a month now and the phone is working great did not face any issue with bluetooth as other customer complained about it battery life is good for regular usage it is holding charge upto a week standby is about  weeks checked all features and so far everything working great great looks and ultra slim why pay so much for iphone or samsung or htc,positive
i just received a new iphone se in non original package thanks,positive
lg g mini is a great phone with great characteristics like a good camera and knock code is very useful to block the screen without use the button you can use g in both slots of sim card only switch from line  to line  i tested just with  game and runs perfect is a good choice for the price i love it,positive
everything as expected love my s mini,positive
this little tank worked great for us with a worldsim sim card while we were cruising on the carnival conquest and while we were in the bahamas i dropped it a few more times than i can count but this thing still chugs along perfect for dualsim too i just never needed it for that i have verizon back in the states,positive
this phone has a gorgeous screen thinlight profile and a very smooth lagbugfree ics osi purchased this from amazoncom as the seller and it looks like they sourced the product from india as it was preloaded with bollywood hungama and the url on the box was htccominit came with the quadcore tegra  global unlocked phone wide box white headphones nonbeats an indian plug with us adapter and a usb cableit is the first phone i purchased that successfully lured me away from windows phone ,positive
this little phone is so cool and usefull,positive
most versatile phone i ever owneddoes everything you want and a whole lot more to bootthis is year ,positive
so happy with this great presales support from seller to answer my questions on specs etc shipped immediately and i got the phone the very next day paid  the phone itself is awesome for my first android exactly what i needed goodbye iphone came with gingerbread installed be sure to check your carriers g and cell bands before buying there are two versions of this phone and one will not work in the us with att etc this is the one that willwill see about the battery life that many have complained about,positive
works perfectly really beautiful get random strangers complimenting my phone too,positive
the iphone itself works like a charm i was very pleased with my purchase however the charger that came with the iphone was very short and charged the phone really slow which was not too big of a problem being that you can get another charger for a small price overall i love the iphone thanks,positive
exelente product very satisfied with the seller i it recommend  porciento effective the purchase,positive
great phone husband needed one like his old one that was durable and did not cost us a fortunate,positive
the phone looked brand new there were only to nicks in the phone that were barely visible unless you actually looked for them the phone is working perfectly,positive
its all ok,positive
delivered when promised,positive
great product the phone was in great shape and has had no problems so far no scratches or anything looked almost new to me,positive
phone looked new and worked perfectly with new provider att very happy,positive
it is very nice phone  i love it,positive
it was awesome thank you,positive
i simply love it i have had it every since i wentto the hospital and i was messing around with it and i just loved it it do not freeze it crash and i love the auto focus on the camera love love love it,positive
the best phone very complete and fast great camera and performance,positive
great product description was spot on will buy from this seller again,positive
great phone would suggest it to any one else,positive
i ordered this blackberry curve g  after my older blackberry  completely died after many wonderful years of service needless to say i am what you call a crackberry addict so you can imagine how happy i was to find a  brand new and for only  needless to say i purchased it immediately it arrived about  days later and the shipping was free i was somewhat skeptical if it was going to be brand new and not just a cleaned up refurbished one but low and behold it came in brand new factory sealed packaging it was brand spanking new the battery was partially charged and only took less than an hour to be fully charged it works great i have no complaints thus far and would definately order from this seller again maybe i can get a great deal on the blackberry passport from them we will see ,positive
great phone working well,positive
thank you for being exactly what it is without wondering will it work    love the note ,positive
note its screen wonderful look the simplicity and the power at same time ive had others smartphones but this one is what i always ive been waiting fori do not really have any negative point for this splendid phone,positive
i purchased my phone from hasslefree  amazon and it is phone is perfect for me it is easy to use and the keys are large which is what i needed it works well with my prepaid service i will buy another one in the future the color is my favorite,positive
this was an amazing buy i was very skeptical considering that its risky to buy a used phonethe phone is exactly as it was advertised shipped fastits been more than  months now and never experienced any issues,positive
used glocalme for a trip to japan i did not have a phone plan with my carrier but this mobile wifi was perfect,positive
everything came as stated original packaging with the phone box well cushioned its been a few months and the phone works perfectly,positive
got phone on time and worked perfectly,positive
thanx,positive
absolutely amazing device if you can get it for under ,positive
very good thank you,positive
like the phone alot have only had it a week but seems to suit all my needs the phune even came earlyer than promised,positive
there are plenty of reviews about the phone itself so outside of noting that the wife is very happy with her note  im going to comment on the vendor we chose ngpusastorethe phone did not ship from washington it came from kowloon that has  that is no big deal because i love kowloon and the phone was shipped via fedex air so we received it within five daysthe vendor states that the phone is new in the original box and it certainly was one end seal was slit open but the other seal was intact thereby acting like a hinge for the box the packing film was still intact on the front and back of the phone and there was no sign that the accessories had been removed including the battery which was still in its sealed bag the phone box was very well protected in bubble wrap and since the c is nominally intended for europe a usa adapter for the ac charger was included in the shipping box if you have a externally powered usb hub you really do not need the samsung charger to charge the phone for all intents and purposes this phone was new in box in perfect condition and completely unlocked after a quick charge insertion of the xdsc and transfer of the micro sim card from her s the phone came to life was recognized by the carrier and was thus ready for service it was almost like buying a phone in singapore where we purchased her old s and phones must be unlocked by lawwe ordered the c because our research indicated that this phone contains the g bands necessary in the us for either att or t mobile we do not have a data plan with our current carrier pure talk but thought that we should have a fully capable phone should we ever find it practical to switch we rely on our mb wifi at home or free wifi at the airport for data keeping in mind that most of the free public wifi is generally anemic maybe that will improve with time in the meantime data performance of this phone using our robust home wifi is outstandingso not only is the wife very happy with the samsung note  we can heartily endorse this particular vendor ngpusastore,positive
my grand chiid lost his phone this is a replacement if he loses this one its on him and he will have to go to work,positive
yasss i just received this phone a couple days ago im beyond satisfied with my purchase there was a delay with the delivery but the phone is definitely worth the money easy to use and setup its larger than i expected but im getting use to it the screen resolution is great and the camera is awesome and has a photo editer in the gallery that is pretty cool,positive
blown away not a scratch on it looks like a brand new phone came packaged just like a brand new phone performs like a brand new phone was marked like new but even better than that,positive
i was a bit scepticle about the phone being unlocked but i must say it is  unlocked i do not live in an area with att n those kind of big time companies i live in the caribbean with local phone companies and it works perfectly  im very very very happy with my purchase bought from seller raydes he is amazing,positive
love it protects phone looks great a,positive
it was great not bad for an gb phone i have my music on one drive it come with the case and screen protector  unlocked still waiting for windows  phone upgrade the phone is windows ,positive
this phone is everything i wanted i thank amazon for the great deal it works perfect,positive
value for money really great photos,positive
a really liked it,positive
delivery took six days that was as expected and described the phone is new and sealed in the box be sure to get and use a gel case because it inhibits dents and cracks we do love it,positive
if you want or need smallthis is it just like its grown ups it is a full functional phone the only real draw back to it it the inability to use the stock keyboard for any practical purposes but after install a big button keyboard app and turning the phone sideways that is even manageable,positive
how bad it only works with t mobile g lte,positive
very happy with this purchase however i need an extra charger and i am having trouble finding one on amazon,positive
love this phonethe price was great and the shipping was fast,positive
i was looking for an upgrade phone from my iphone  and wanted to go back to an android phone i use prepaid no contract service by straight talk i wanted a phone that was going to be heavy on my pockets i was searching on amazon for phones when the blu studio phones came up i have never heard of blu studio so i was curious i had read several reviews from customers and was please the majority of the reviews i read were very favorable i decided to buy the blue studio  hd in pink i have had it now for about two weeks and i love it setting up the phone was easy i just popped my slim card in from my iphone and i was up and running i love the large screen great volume excellent picture taking and g speed i have no complaints my  year old daughter was also in the market for a new phone and recommended the blu studio  hd and she loves it she said she could not be happier and we both love the affordable cost we are so glad we did not spend a lot of money on one of the other top cellphones on the market i will definitely buy a another blu studio in the future when im ready four another upgrade again i would like to try the blu windows phones it looks like a good phone,positive
great phone had it for over  months no problems will buy more instead of upgrading at the store,positive
it has been put to the test and has worked great i have had no complaints it is a new phone like they said,positive
lightweight and fun basic phone,positive
wonderful smarphone i love this smarphone,positive
fast shipping and good value for the money,positive
i recently purchased an iphone s plus after having an iphone  for nearly a year and i just did not like ios anymore ive been using iphones since the iphone gs days and ios does not really feel like it has  it is changed i have tried android several times over the years but decided to go  in this time i purchased the nexus x because i liked the smaller footprint and i liked that it came straight from google the phone has been a fantastic upgrade so far the os is snappy the device is well built feels great in the hand and is quite light usbc is great and the fact that it has  it is reversible is the best part when i would use android after using my iphone the biggest thing i missed was the reversible lightning connector the screen looks great as well being very vibrant and bright touch screen responsiveness is also very precise and the nexus imprint sensor is crazy fast i thought the touch id sensor on my s plus was fast but this is even faster i barely have to set my finger on the sensor for the phone to unlock as a whole the phone brings one of the best experiences available to the cell phone market and at a low cost i have no problem recommending this device to anyone in the market for a new phone,positive
the pantech link  is a great looking phone for calls and texting you dont need a data plan but it has many features it has a calender to put appointments into an alarm clock camera and more its a simple phone for people who use it just for texts and calls,positive
apple does it again this watch is really well thought out product and way ahead of any other similar product who would have ever imagined all this watch can do and making phone calls on your wrist like dick tracy is way beyond cool,positive
awesome thanks,positive
very good phone icecream smooth performance perfect sense ui and battery plus amazing boom speaker wow cheers for sound system,positive
is beautiful works prefectly comes with cover and screen protector i love it ,positive
perfect fit husband is able to find the phone easily with the yellow accent color,positive
love my new phone works very wellshould have been ordered it,positive
was as i expected,positive
like brand new with accessories dislike none thanks,positive
i need the tracking number of this product thanks,positive
totally pleased with the high quality product is what i expected for my purchase very well this high tech very good,positive
everyting ok with the phone recomended ,positive
i recommend them are excellent and timely and the phone came to me in perfect condition with all accessories and was super fast thank you from venezuela,positive
beyond expectations excellent phone,positive
came in the box and before it was promised,positive
well this was a gift to my dad and he loves it he has it for a couple of months now and i just asked him how is the phone and he said it has  it is perfect,positive
cool phone,positive
i bought this phone for my dad he is an old man who just now wanted to deal with electronics time has passed and android has become very easy to use and a smartphone like this lg g mini he has gotten the chance to experiment the world at his hand he knows nearly nothing about computers i have been teaching him and i am surprised about how easy he has learned his way to this devicefrom my point of view as an android user since  this device lacks nothing a high end device has in terms of functionality it is fast smooth easy to play with has nice features of course you do not get a highend camera but it has two it has stereo speakers it delivers excellent sound which is what he likes the bestso for the easiness and features it has i am giving this little lg g mini five well deserved stars it will not compete against the giants but it does compete and wins among its similar competitors samsung could try something like this but they still leave the best for their super expensive devices and the ones that could compare to this one are probably a hundred bucks more expensivemy father is happy with it and so am i,positive
this phone was brand new as advertised and it works like a champ was delivered earlier which made it even better,positive
was exactly as promised,positive
amazing phone arrived on time great product,positive
excellent phone cannot find a better value anywhere else good performance with some of the latest android software and one of the biggest screens in this size segment awesome the g mini can do everything the s mini can do for  less i am very happy with the purchase,positive
it was great to have it just put the sim card that was it need two more,positive
when i first got i could not figure out how to use it it said i needed to activate it and when i tried it asked for a phone numberbut i found out how to reset it to factory settings this one and my finacees rd version thats the only reason i didnt rate these a  other than that these phones are wonderful,positive
the recipient loves her phone,positive
i purchased this phone from quality deals shopping centerit was purchased on  and the phone was shipped out next day by quality deals shopping center from taichung taiwan with dhl express mail no additional costi received the phone on  the invoicereceipt from authorized sony taiwan store was also included in the packageit means you get one year warranty from sony mobile in taiwan in case that make a difference for youtaiwan is one of the biggest market for sony mobile and sony usually packs extra features on their phone released in taiwan compare to us which is one of the main reason i decided to get one from taiwanxperia xz box is sealed as shown in the picturethis is a sony f phone with dual sim and  gb internal storage us version is only  gb in storagefollowing are included int the box sony f mobile phone sony mhc earphone sony actw ma usb charger sony ucb usb type c cablesince this is taiwan version of xz fingerprint scanner is enabled right out of box no need to root like us versiondual sim card works well which can be easily controlled via settings menucurrently i am using tmobile nano sim with gb sandisk micro sd card which boast total storage to almost  gbquick speed test on the tmobile network yields around  mbps near my homenote g on the screen capture is equivalent to us lte as other countries use g to indicate ltexperias os is very close to vanilla android and currently xz is on android this is a solid choice if you are looking for a different choice compare to normal samsung s lg g and htc  or even iphone  plus for ios,positive
great deal quality phone never spend hundreds again,positive
wonderful phone i bought this during presale and it went above and beyond my expectations it is super fast very bright and the battery lasts the entire day the huge screen makes netflix an enjoyable experience on the phone for once and the very thin lightweight body makes holding it comfortable over long periods of timeim giving this phone a  star review because it earned it if you purchase a  phone expecting a camera like the s you are setting yourself up for disappointment obviously the camera on the xl is soso but most people buying a phone in this price range dont want or need a camera like the s iphone or g so that is not an issue to me it still takes great photos and videos heres a suggestion do not purchase this phone if you want slr quality shots its assanine to expect otherwisethe screen is crisp and bright and everything pops and again for  stop expecting ultra high end hardware i cannot imagine anyone truly needing any higher specs than what this offers unless you are realllly into tech stuff play a lot of games i do not play any so i cannot account for the efficiency of the phone in that area or are an actual photographervlogger etc blu is not an innovative company they offer lowmid range phones for cheap and luckily we are in an era where the minimum standards for low end are surprisingly comfortable compared to smartphones threefour years agoive seen people say the body feels like cheap plastic but it feels smooth and luxurious to me i love it you will survive without an exterior made of molten plastic or metal i promise the touch screen is also extremely responsive for me and not at all laggy i think people running into this problem may have gotten a bad batch of phones something blu is notorious for unfortunatelyall in all great phone for anyone,positive
bought this phone for use in the us on att initially there were issues but i was prepared to have some and att helped fix them one issue i still have is that the carrier websites do not recognize the imei  for the phone i had to speak with someone to get the phone working on the network ive also found my att signal is maxing at g no lte with  bars but on average im getting h to h service the one x im switching from had much better signal strength i believe this to be related to band issues and would like to add it was something i was prepared for thus im not letting it effect my review samsungs ui is not too painful just yet and im loving the screen on this thing wifi signal strength is soliddo know when ordering this version you will receive a european charging cable usb works fine but the quick charge plug included will not work here in the us without an adapter,positive
nice phone for the price great for a kids first phone enough gb and good features at a low price,positive
it is really a great phone with great looks and performance i have recommended it to my friends and they have bought it too,positive
i love it so light easy access to charging port  headphones so far so good had it for a few days so much lighter than the otter defender and i like the open ports i have not dropped it but will update if it phone breaks and will post photos a definite  stars as far as being light easy port access and the name otter i trust this was a cheap buy for  i paid  for the defender from the cell phone store im sure it would have been cheaper elsewhere like amazon,positive
i have a simple moble sim card and it does not fit do it has wifi overall i like once i get it to work,positive
so far so good still learning the ins and outs of the phone and all it has to offer,positive
i was so hesitant in buying this phone for several weeks as so many reviews claimed that the g does not work on their tmobile network well to my surprise it does maybe because i live in a big city atlanta and the towers are completed not sureas for the phone i had it for a week and i like it thus far i had a htc before this is my first samsung device i feel like the battery drains a little faster than my htc i had issues with wifi connecting so i googled some of the issues and it works fine now i really like the phone so far just have to get used to the slightly different software buy it you will not be disappointed unless you really want to spend  on those highend phones which i do not see the need for,positive
pink tree cammo would not normally be my first choice in color but an otterbox for  im fine with it it actually matches a camp chair i havei got this for my iphone se and it fits perfectly you cannot use the thumb id feature because there is a rubber plug over the thumb button which i think is there to protect the button from overuse issues  ive encountered overuse of that button on an ipad so i assume there could be problems with the phones too but id rather have the button hold up than the thumb id so that has  that is not a problem,positive
very impressive the quality of the camera and the navigation appa are super,positive
wow not only was this lowestprice i found on the web the phone literally was flawless it looked brand new a trip to att and a new sim card and i was set heck the phone told me my samsung s sim needed be changed so of of its new features would work free of charge btw,positive
everything ok,positive
excellent phone fast delivery im very satisfied,positive
very nice exceeded expectations color is really nice i was worried it would be too pink but it has  it is more like deep rose,positive
this phone works well in the caribbean with my limecable and wireless provider it works really fast looks good has g access so the internet is fast it has  it is the mini phone but it has  it is not too small and the screen is big enough for reading or playing games on watching videos i would recommend this phone for anyone,positive
great phone,positive
was delivered quickly and works great,positive
great phone fast delivery,positive
this phone is very good it is new no one used data line and a full range of headphones the seller is also very careful phone also is equipped with a verizon phone card to the buyer after receiving the phone although the delivery later than expected for several days but the seller attitude is very sincere to apologize to me and explanation like this phone and like the seller deals,positive
love it was everything they said and i received it ahead of the date scheduled to received which was a great surprise since my original phone was stolen i was in need of a phone,positive
thank you very much my phone came in very good conditions in the estimated time with all his accesories five stars for you i hope make others purchases in a future,positive
gave as a gift awesome phone,positive
its a bery nice and good phone like it,positive
everything was as described no issues at all great phone fast shipping seller really cares about customer satisfaction over all ,positive
beautiful phone you guys have high standardslooks brand new,positive
good price better phone,positive
thanks,positive
i have the internstional version whose keyboard was starting to get sticky so i ordered a replacement ive depended onit these past two years and will continue to do so for the near future works on tmoble and overseas sim cards where g service is available easy one hand operation especially when answering calls just flip up and ending calls flip down im a senior so i like its form factor,positive
the phone was grest,positive
it is an amazing phone and the seller provided excellent service,positive
great phone,positive
was a nice fathers day gift for my dad,positive
this phone is so much better than the diephone it replaced looking forward to the moto x no more i regrets for me it may be time to burrysiri the voice recognition actually works and the product is assembled in the usa great phone excellent seller cannot beat the qualityprice and not built in china,positive
loved this phone i know it has  it is good because i had to use a old phone before getting this oneif you do this before and after experience with an old phone you will appreciate more how far we have gone no regrets here,positive
this is really a good smartphone it has been working perfectly i have no complaints at all thank you,positive
easy to set up and use had no problems with either especially with consumer cell will buy the product again,positive
loved this phone easy to use,positive
very durable exactly what i wanted,positive
very happy with the phone price and performance,positive
same phone that i bought for  new excellent,positive
hello good morning my friends,positive
my sister ordered this phone as her first smartphone it works just great and brand new she uses with a mexican carrier and works fine and all for less than  it has  it is good,positive
came on time and works like a charm,positive
awesome phone the delivery coming very fast,positive
i really love this phone though it was going t be too big but not really that badi had been using s and really liked how i could fit it into a fron pocket but after waiting too long decided to go with this size iphone and try it outbattery life is excellent and the bigger screen is worth carrying around the sizeso here s so helpful information i bought a used one the phone is unlocked as a modela no matter if the person who brought it from verizon leased or bought it out rightthat is just how verizon does it there is only one usa model a i am not sure if a gsm seller such as tmobile just deactivated the cdma capabities or the firmware does not have themso i knew this and bought it to use on tmobile actually this is better that a gsm only phone because you can sell it to anyone once you are done with itthe hotspot feature and wifi calling both work just search wifi calling after you put in your sim card then the first time you use the phone it will ask you to confirm your  address then you just turn it on and off okay now to the great part i took a chance on warehouse deals and it paid offif you look at a phone for sale by awdyou will notice just a condition is given all description as other warehouse dealsthe lowest deal acceptable means this for sure no original box no charger and no earbudsthe good means maybe one of those things is included but not allthe very good means everything but original box and condition must match signs of wear but no dentsnot many marks or scratches and like new means just that looks new with everything originalnow if you go for the lowest condition as i did you can receive a like new looking phone with nothing else or a slightly beat up one with scratches on glassand you can receive any condition in between just no extraswhen i ordered the phone it stated that it would take a while to get it awd does not always have the phone ready just one matching the description from whoever they bought it fromso basically they uses the lowest acceptable  as a hedge against someone complainingthe phone i got was completely like new and they threw in a plastic bag with charger and earbudsand the price was cheaper that any other seller on here by quite a bit alsotake a chance on awd if you are unhappy you can return plus they have the best customer service,positive
great phone,positive
xperia line has never disappointed me and the z after a few month is my favorite up to date im thinking of getting the xz soon,positive
awesome awesome product right out of the box this phone is attractive the sleek design and rounded edges allow the phone to rest comfortably in your hand and the solid aluminum body really lets you know that you are holding a quality product all this is before you even turn the phone on when that screen lights up the quad hd resolution is stunning the colors are brighter and sharper making this phone really fun to look at the  mp rear camera takes fantastic pictures with a quick shutter and sharp auto focus the lightning quick processing speed mixed with androids latest  lollipop os puts this device right at the top with the elite smartphone devices on the market today job well done zte all around fantastic phone,positive
it has  it is a really good price for an unlocked blackberry especially one of the newer models i needed an unlocked phone so my uncle could activate and use it in venezuela,positive
fantastic seller smoking fast shipping i wish everyone did business this way this may not be the best apple phone but it is amazing i still like microsoft based phones and there are pros and cons to both,positive
it is a gift and it work great,positive
this is my first experience using a smart phone so comparatively speaking i lack i can tell you this it is fast colors are bright and the battery seems to be adequate my experience with using amazon has always been top notch there is no better source to order from comparing all of my internet ordering experiences,positive
this phone is great the camera radio volume phone storage and speed of processor are a ,positive
great phone,positive
they phone was exactly as described,positive
works fast large screen supports all sorts of applications excellent camera  worked here in turkey with turkcell without any problems,positive
this is my second smartphone compared to the gnex this phone is wonder i got it activated for verizon battery life on this phone lasts me three days but i do use greenify app,positive
the phone delivered on everything the posting promised it works great and was offered at a great price,positive
i bought this phone for my niece and she is enjoying it,positive
excellent android phone phone is great durable and works well nice color package includes all things i need and save me on accessories cost,positive
bought it for my wifes use to use in our vacation outside ussimple easy to use easy to navigate and efficient,positive
the phone is great and exaclty as the description said would recommend this seller i bought  for my parents they are happy and the phones are really new thanks again i am so happy,positive
all very good excellent seller thanks,positive
i have been using the phone last one week and i am loving it  camera is working superb and love thefinger print scanner battery life looks good when not using screen for long time i am blackberry user which is more designed for work  having some issue with notification when i get my office emailsrest all is good finally was able to get the phone to get the sound  cannot believe that it looks blu putsa sticker on speaker a simple keeping the slot plastic cut may save user negative commentsblu team you are doing good job just make a cut which blocks the speaker i love the phone so far oct th  third phone also has same problemattaching link of comparison of sound got third phone with same issue  i have send the first phone back  second one ready to sendand third one will send in a few day  i want blu team to check the first phone i sent  i hope if itssoftware issue  bit disappointed now  cant keep the phone with so much less sound more comments from other users on bestbuy for this phonebad speakerseptember   diablo this is now my second vivo r the first one i bought after installing everything i realised that the back speaker was very low so i made the return had to purchase the vivo r that im on now and same problem when i got home i tested the speaker and the same problem so ill be returning this phone to best buy as well other than that the phone is great the picture is nice it runs very smooth and the fingerprint scanner is greatsep thi got the replacement phone  the sound is so less it cant be even heard  looks like manufacturing defect  the soundis so less  the phone should be recalled blu team please confirm if this is the max sound  i would like to return this phone also  highly disappointed sep thi waited for the phone for three weeks  first it was kept just  miles away from my home and delivered in  days phone is excellent but it does not have sound  cant hear it a thing from phone  not sure how it passed the sound testing was so excited to use it till i started playing any music or video  even the ringer tone at maximum cant hear a thinghighly disappointed  will have to wait two more weeks with very poor delivery process,positive
awesome phone,positive
great phone the seller has good service,positive
thks i receive in costa rica i need to unlock but i do with att in states without problems thank you guys im using internationally too and works great love it,positive
got it early and love it just what i needed,positive
if you are a blackberry preos fan this phone is it it strikes a great balance between touch screen capabilities and physical keyboard the  is absolutely beautiful i do not know how else to describe it it looks like it was designed to the ultimate executive the keyboard is awesome to use ive had a galaxy s galaxy s iphone  and iphone s this year while the  does not have the specs of those phones the blackberry os integrates so well with the phone hardware that you will not notice any lags in performance you are not going to be able to play infinity gauntlet or any of the higherpowered games but chances are you do not really care about that if you are looking at a blackberry  the  is amazing at what it has  it is supposed to do which is a communication device it has  it is not pretentiousif the iphone is the lexus of smartphones and the galaxy s series is the mercedes then i would say blackberry is the audi of smartphones i would recommend this phone to any professional looking for a streamlined device aimed at productivity,positive
fast delivery fits perfectly thank you,positive
the phone was practically brand new exactly as stated no scratchesfast internet browser and apps works great shipping went as expected,positive
highly recommended a,positive
i would recommend it to all who want a touch screen wo the data package the music storage is great,positive
nice phone no problems at all better than an expensive phone,positive
this is my first smart phone i wish i had gotten one soonerif this one is typical cannot beat it for thet price,positive
hello to amazon and hasslemy name is missihoun enagnoni purchase my samsung galaxy ace s from hassle via amazon just  months ago for  but someone close to me into the bus z to silver spring stole it yesterday in my jacket pocketi cannot call ckeck the bus time set the morning alarm to wake up morning to job it look like i lost a part of me in my live im so sad cause i did economy for  months to pay cash this phonei love the phone but i lost it with the skin and g memory card and all my photos im so disappointed and i wanna ask if there is any possibility to track this phone and find itthanks a lot to help me find that beautiful phonesamsung galaxy ace s us g  mp  wifi  gps  touch screen unlocked world smartphone international version,positive
it works perfectly in india,positive
working with this phone is a charm no continuum but there is mirror casting with very good latencyhowever the phone runs very fluent with w and screen is buttery the battery life downside i have not noticed that yet,positive
surprisingly better then my blu phone  i actually ordered two phones one slightly more expensive blu phone  around  and this one  turns out this one functions better then the blu  price for this one is way cheaper then that phone  this is my second posh phone and my third blu phone blu always had problems with freezing and restarting by itself but never once experienced this with anyone of my posh phones iphone  samsung over  depending on what model u want  who in there rite mind would spend that much money on a phone phones break get lost and sometimes just give problems including expensive phones  for a phone thats it if it falls in the atlantic ocean while fishing i really will not give a rats ass  it has  it is  bucks ,positive
it is perfect,positive
i have bought this phone a year ago and it still is the best phone aroundlove it,positive
i love it love the realtree camo look i am a hunter,positive
the phone has exceeded my expectations it is well worth the cost especially if you can pick it up from amazon on a hot deal,positive
just get the phone almost brandnew no any scratch on the screen or back cover love it better then the iphone  what i bought last year btw the cable and earphone are orighnal as well not the cheap copy,positive
so far i have not had any problems with mine and i love it the camera is amazing,positive
had since february love this phone,positive
it has  it is been  least  months since ive had my new iphone when i say this phone that im doing this review on is soooooo amazing it has  it is get  starts in all areas i can think about the phone came in a timetable manner and the seller was very nice she was amazing with giving me information on where my package was and etc not only that but the phone came very clean and absolutely no cracks or even scratches it looked brand new and the speed on the phone is outstanding battery life lasts all day i would find myself charging my phone only twice a day if i was on it from morning to before i went to bed now the phone came with just the phone no charger or headphones but that was no problem for me i brought a charger the same day and i already had a pair of headphones from a friend with an iphone but overall if your having second thought you should not because this was the best order ive had in years thanks and much love ,positive
